Kharid-et,Pontifex signet ring,58,5,1,,1,,,,,,1,,,,,2
Kharid-et,'Incite Fear' spell scroll,58,5,1,,,,,,,,1,1,,,1,1
Kharid-et,Ceremonial mace,74,3,1,,1,,,,,,1,,,,,
Kharid-et,'Consensus ad Idem' painting,74,3,1,1,,,,,,,1,,,,,
Kharid-et,Pontifex Maximus figurine,74,3,1,,1,,,,,,1,,,,,
Kharid-et,Pontifex censer,81,3,1,,1,,,,,,1,,,,,
Kharid-et,Pontifex crozier,81,3,1,,1,,,,,,1,,,,,
Kharid-et,Pontifex mitre,81,3,1,,,,,,,,1,1,,,,
Kharid-et,Necromantic focus,86,6,1,,,,,,,,1,1,,,1,2
Kharid-et,'Exsanguinate' spell scroll,86,5,1,,,,,,,,1,1,,,1,1
Kharid-et,Zarosian ewer,93,2,1,,,,,,,,1,,,,,
Kharid-et,Zarosian stein,93,2,1,,,,,,,,1,,,,,
Kharid-et,'Smoke Cloud' spell scroll,100,5,1,,,,,,,,1,1,,,1,1
Kharid-et,Vigorem vial,100,2,1,,,,,,,,1,,,,,
Kharid-et,Ancient magic tablet,107,3,1,,,,,,,,1,,,,1,
Kharid-et,Portable phylactery,107,4,1,,,,,,,,1,1,,,,1
Kharid-et,'Animate Dead' spell scroll,107,5,1,,,,,,,,1,1,,,1,1
Kharid-et,Praetorian hood,114,3,1,,,,,,,,1,1,,,,
Kharid-et,Praetorian robes,114,2,1,,,,,,,,1,,,,,
Kharid-et,Praetorian staff,114,3,1,,,,,,,,1,,,,,1
Kharid-et,Ancient globe,118,2,1,,,,,,,,1,,,,,
Kharid-et,Battle plans,118,2,1,,,,,,,,1,,,,,
Kharid-et,'Prima Legio' painting,118,3,1,1,,,,,,,1,,,,,
Infernal Source,Hookah pipe,20,3,1,,1,,,1,,,,,,,,
Infernal Source,Opulent wine goblet,20,4,1,,1,,,1,,,,,,,,1
Infernal Source,Crest of Dagon,24,7,1,,1,,,1,,,,1,,,,3
Infernal Source,'Disorder' painting,24,3,1,1,,,,1,,,,,,,,
Infernal Source,Imp mask,29,3,1,,,,,1,,,,1,,,,
Infernal Source,Lesser demon mask,29,3,1,,,,,1,,,,1,,,,
Infernal Source,Greater demon mask,29,4,1,,,,,1,,,,1,,,,1
Infernal Source,Order of Dis robes,36,2,1,,,,,1,,,,,,,,
Infernal Source,Ritual dagger,36,4,1,,,,,1,,,,1,,,,1
Infernal Source,Branding iron,45,2,1,,,,,1,,,,,,,,
Infernal Source,Manacles,45,2,1,,,,,1,,,,,,,,
Infernal Source,'The Lake of Fire' painting,65,3,1,1,,,,1,,,,,,,,
Infernal Source,'Lust' metal sculpture,65,3,1,,1,,,1,,,,,,,,
Infernal Source,Chaos star,68,4,1,,,,,1,,,,,,,,2
Infernal Source,Spiked dog collar,68,3,1,,,,,1,,,,,,,,1
Infernal Source,Larupia trophy,81,2,1,,,,,1,,,,,,,,
Infernal Source,Lion trophy,81,2,1,,,,,1,,,,,,,,
Infernal Source,She-wolf trophy,81,2,1,,,,,1,,,,,,,,
Infernal Source,'Pandemonium' tapestry,89,3,1,1,,,,1,,,,,,,,
Infernal Source,'Torment' metal sculpture,89,2,1,,,,,1,,,,,,,,
Infernal Source,Hellfire haladie,98,2,1,,,,,1,,,,,,,,
Infernal Source,Hellfire katar,98,4,1,,,,,1,,,,,,,,2
Infernal Source,Hellfire zaghnal,98,2,1,,,,,1,,,,,,,,
Infernal Source,'Possession' metal sculpture,104,2,1,,,,,1,,,,,,,,
Infernal Source,Trishula,104,2,1,,,,,1,,,,,,,,
Infernal Source,Tsutsaroth piercing,104,2,1,,,,,1,,,,,,,,
Infernal Source,Chaos Elemental trophy,110,2,1,,,,,1,,,,,,,,
Infernal Source,Virius trophy,110,2,1,,,,,1,,,,,,,,
Infernal Source,Tsutsaroth helm,116,3,1,,,,,1,,,,1,,,,
Infernal Source,Tsutsaroth pauldron,116,2,1,,,,,1,,,,,,,,
Infernal Source,Tsutsaroth urumi,116,2,1,,,,,1,,,,,,,,
Everlight,'Frying pan',42,3,1,,,,,,,1,,,,,,1
Everlight,Hallowed lantern,42,4,1,,,,,,,1,,,,,,2
Everlight,Ceremonial unicorn ornament,48,4,1,,,,,,,1,,1,,,,1
Everlight,Ceremonial unicorn saddle,48,2,1,,,,,,,1,,,,,,
Everlight,Everlight harp,51,4,1,,,,,,,1,,1,,,,1
Everlight,Everlight trumpet,51,5,1,,1,,,,,1,,1,,,,1
Everlight,Everlight violin,51,3,1,,,,,,,1,,1,,,,
Everlight,Folded-arm figurine (female),56,2,1,,,,,,,1,,,,,,
Everlight,Folded-arm figurine (male),56,2,1,,,,,,,1,,,,,,
Everlight,Dominion discus,61,2,1,,,,,,,1,,,,,,
Everlight,Dominion javelin,61,2,1,,,,,,,1,,,,,,
Everlight,Dominion pelte shield,61,2,1,,,,,,,1,,,,,,
Everlight,Bronze Dominion medal,69,3,1,,1,,,,,1,,,,,,
Everlight,Silver Dominion medal,69,3,1,,1,,,,,1,,,,,,
Everlight,Dominion torch,69,5,1,,1,,,,,1,,,,,,2
Everlight,Decorative vase,72,2,1,,,,,,,1,,,,,,
Everlight,Kantharos cup,72,3,1,,,,,,,1,,,,,,1
Everlight,Patera bowl,72,2,1,,,,,,,1,,,,,,
Everlight,Dominarian device,84,3,1,,,,,,,1,,,,,,1
Everlight,Fishing trident,84,3,1,,1,,,,,1,,,,,,
Everlight,Amphora,92,2,1,,,,,,,1,,,,,,
Everlight,Rod of Asclepius,92,4,1,,1,,,,,1,,,,,,1
Everlight,Kopis dagger,100,2,1,,,,,,,1,,,,,,
Everlight,Xiphos short sword,100,2,1,,,,,,,1,,,,,,
Everlight,'Hallowed Be the Everlight' painting,105,3,1,1,,,,,,1,,,,,,0[ao 1]
Everlight,'The Lord of Light' painting,105,3,1,1,,,,,,1,,,,,,
Everlight,'The Pride of Padosan' painting,105,3,1,1,,,,,,1,,,,,,
Everlight,'The Enlightened Soul' scroll,109,3,1,,,,,,,1,,1,,,,
Everlight,'The Eudoxian Elements' tablet,109,3,1,,,,,,,1,,1,,,,
Everlight,Doru spear,117,2,1,,,,,,,1,,,,,,
Everlight,Kontos lance,117,2,1,,,,,,,1,,,,,,
Senntisten,Apex cap,60,2,1,,,,,,,,,,,,1,
Senntisten,Curse tablet,60,2,1,,,,,,,,,,,,1,
Senntisten,Funerary urn of shadow,60,3,1,,,,,,,,,,,,1,1
Senntisten,Hand of the Ancients,62,2,1,,,,,,,,,,,,1,
Senntisten,Infula robes,62,2,1,,,,,,,,,,,,1,
Senntisten,Funerary urn of smoke,62,3,1,,,,,,,,,,,,1,1
Senntisten,Decorative amphora,63,2,1,,,,,,,,,,,,1,
Senntisten,Loarnab rod,63,2,1,,,,,,,,,,,,1,
Senntisten,Funerary urn of ice,63,3,1,,,,,,,,,,,,1,1
Senntisten,Inquisitor's ceremonial armour,64,2,1,,,,,,,,,,,,1,
Senntisten,Inquisitor's ceremonial mask,64,2,1,,,,,,,,,,,,1,
Senntisten,Inquisitor's seal,64,2,1,,,,,,,,,,,,1,
Senntisten,Funerary urn of blood,66,3,1,,,,,,,,,,,,1,1
Senntisten,Gladiator helmet,66,2,1,,,,,,,,,,,,1,
Senntisten,Gladiator sword,66,2,1,,,,,,,,,,,,1,
Senntisten,Funerary urn of miasma,67,2,1,,,,,,,,,,,,1,
Senntisten,Model chariot,67,2,1,,,,,,,,,,,,1,
Senntisten,'The Serpent's Fall' carving,67,2,1,,,,,,,,,,,,1,
Stormguard,Ikovian gerege,70,4,1,,,,,,1,,,1,,,,1
Stormguard,Toy glider,70,2,1,,,,,,1,,,,,,,
Stormguard,Toy war golem,70,2,1,,,,,,1,,,,,,,
Stormguard,Avian song-egg player,76,3,1,,,,,,1,,,1,,,,
Stormguard,Keshik drum,76,3,1,,,,,,1,,,1,,,,
Stormguard,Morin khuur,76,3,1,,,,,,1,,,1,,,,
Stormguard,Aviansie dreamcoat,81,3,1,,,,,,1,,,,,,,1
Stormguard,Ceremonial plume,81,3,1,,1,,,,1,,,,,,,
Stormguard,Peacocking parasol,81,2,1,,,,,,1,,,,,,,
Stormguard,Hawkeye lens multi-vision scope,85,2,1,,,,,,1,,,,,,,
Stormguard,Talon-3 razor wing,85,2,1,,,,,,1,,,,,,,
Stormguard,Prototype gravimeter,91,2,1,,,,,,1,,,,,,,
Stormguard,Songbird recorder,91,3,1,,,,,,1,,,1,,,,
Stormguard,Dayguard shield,95,2,1,,,,,,1,,,,,,,
Stormguard,Stormguard gerege,95,3,1,,,,,,1,,,,,,,1
Stormguard,Golem heart,98,3,1,,,,,,1,,,,,,,1
Stormguard,Golem instruction,98,5,1,,,,,,1,,,1,,,,2
Stormguard,Blackfire lance,103,2,1,,,,,,1,,,,,,,
Stormguard,Nightguard shield,103,2,1,,,,,,1,,,,,,,
Stormguard,Flat cap,111,3,1,,,,,,1,,,1,,,,
Stormguard,Night owl flight goggles,111,2,1,,,,,,1,,,,,,,
Stormguard,Prototype godbow,112,2,1,,,,,,1,,,,,,,
Stormguard,Prototype godstaff,112,2,1,,,,,,1,,,,,,,
Stormguard,Prototype godsword,112,3,1,,,,,,1,,,,,,,1[ao 1]
Stormguard,Chuluu stone,118,4,1,,,,,,1,,,1,,,,1
Stormguard,Quintessence counter,118,2,1,,,,,,1,,,,,,,
Stormguard,Spherical astrolabe,118,2,1,,,,,,1,,,,,,,
